Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,Total,Seats Remaining,Has WL,
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39039","Economics (ECON) Open Sections"," 441","001","Inter Trade Theory","LEC","P R","M","","W","","","","","1-230PM","1544 CCL","Levchenko"," 100","   6","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35889","Economics (ECON) Open Sections"," 453","004","European Economy","DIS","P R","","","","","F","","","1-2PM","224 DENN","Gillitzer","  30","   2","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35891","Economics (ECON) Open Sections"," 453","005","European Economy","DIS","P R","","","","","F","","","2-3PM","205 DENN","Gillitzer","  30","   2","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35333","Economics (ECON) Open Sections"," 453","001","European Economy","LEC","A R","M","","W","","","","","10-1130AM","1360 EH","Adams"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38519","Economics (ECON) Open Sections"," 462","001","Econ Development II","LEC","P R","","T","","","","","","10-1130AM","1570 CCL","Thornton","  35","   5","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","","Economics (ECON) Open Sections"," 462","","Econ Development II","LEC","P R","","","","TH","","","","10-1130AM","1570 CCL","","  35","   5","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46670","Economics (ECON) Open Sections"," 471","001","Environ Econ","LEC","P R","M","","W","","","","","230-4PM","2260 USB","Meritet","  70","  13","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45665","Economics (ECON) Open Sections"," 490","001","MicroEcon Topics","LEC","P R","","T","","TH","","","","230-4PM","1449 MH","Baak","  70","  43","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46669","Economics (ECON) Open Sections"," 490","002","MicroEcon Topics","LEC","P R","M","","W","","","","","1130-1PM","1110 WEILL","Meritet","  70","  25","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45551","Economics (ECON) Open Sections"," 494","001","Ec Hist Topic","LEC","P R","","T","","TH","","","","230-4PM","1339 MH","Whatley","  40","   7","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13249","Economics (ECON) Open Sections"," 495","001","Seminar in Econ","SEM","PDR","","T","","TH","","","","4-530PM","173 LORCH","Shapiro","  15","   4","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35335","Economics (ECON) Open Sections"," 495","002","Seminar in Econ","SEM","PIR","","T","","TH","","","","10-1130AM","171 LORCH","Stafford","  15","   5","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51167","Economics (ECON) Open Sections"," 498","021","Honors Ind Research","IND"," I ","","","","","","","","ARR","ARR","Stafford","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49227","Economics (ECON) Open Sections"," 498","096","Honors Ind Research","IND"," I ","","","","","","","","ARR","ARR","Bailey","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51086","Economics (ECON) Open Sections"," 498","110","Honors Ind Research","IND"," I ","","","","","","","","ARR","ARR","Kellogg","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50875","Economics (ECON) Open Sections"," 499","063","Individual Research","IND"," I ","","","","","","","","ARR","ARR","Kossoudji","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13257","Economics (ECON) Open Sections"," 500","001","Quantitative Methods","LEC","P R","M","","W","","","","","10-1130AM","142 LORCH","Hogan","  40","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13255","Economics (ECON) Open Sections"," 501","001","Microeconomic Thry","LEC","P R","M","","W","","","","","1-230PM","110 DENN","Kuhn","  55","   6","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48922","Economics (ECON) Open Sections"," 503","001","Econometr Appl Econ","LEC","P R","M","","W","","","","","1130-1PM","130 DENN","Uler","  50","  11","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13263","Economics (ECON) Open Sections"," 600","002","Math-Economists","DIS","P R","","","","","F","","","10-1130AM","245 DENN","Saracgil","  50","   8","N",
"Fall 2010","Second 7 Week Session","Literature, Science & the Arts","38349","Economics (ECON) Open Sections"," 602","003","Microecon Theory II","DIS","P R","","","","TH","","","","830-10AM","205 DENN","Seegert","  35","   9","N",
"Fall 2010","Second 7 Week Session","Literature, Science & the Arts","13269","Economics (ECON) Open Sections"," 602","001","Microecon Theory II","LEC","A  ","M","","W","","","","","4-530PM","2260 USB","Nakajima"," "," "," ",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","37331","Economics (ECON) Open Sections"," 605","002","Macroecon Theory I","DIS","P  ","","T","","","","","","4-530PM","430 DENN","Chen","  40","   4","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13273","Economics (ECON) Open Sections"," 611","001","Stabilization Pol","LEC","P R","M","","W","","","","","230-4PM","3427 MH","House, Elsby","  20","   2","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43029","Economics (ECON) Open Sections"," 617","001","Game Theory","LEC","P  ","","T","","","","","","4-7PM","1372 EH","Borgers","  20","   2","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13275","Economics (ECON) Open Sections"," 621","001","Labor Economics I","LEC","P R","","T","","TH","","","","1-230PM","142 LORCH","Bound, Stephens Jr","  30","  12","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13277","Economics (ECON) Open Sections"," 631","001","Industr Org&Pub Pol","LEC","P R","M","","W","","","","","4-530PM","142 LORCH","Fan, Kuhn","  30","  16","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","40805","Economics (ECON) Open Sections"," 641","001","Inter Trade Theory","LEC","P  ","M","","W","","","","","830-10AM","142 LORCH","Levchenko","  20","   7","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","40949","Economics (ECON) Open Sections"," 661","001","Adv N R Econ","LEC","P  ","","T","","TH","","","","1-230PM","3440 MH","Salant","  16","  10","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44021","Economics (ECON) Open Sections"," 663","001","Topc Wrld Ec Hist I","LEC","P  ","","T","","TH","","","","1130-1PM","171 LORCH","Whatley","  20","  14","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13279","Economics (ECON) Open Sections"," 665","001","Ec Dev&Transition I","LEC","P R","","T","","TH","","","","230-4PM","1220 WEILL","Thornton","  20","   6","Y",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13283","Economics (ECON) Open Sections"," 671","002","Econometric Anlys I","DIS","P R","","T","","","","","","6-730PM","110 DENN","Farrell","  60","  13","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45549","Economics (ECON) Open Sections"," 678","001","Adv Econometrics I","LEC","P  ","","T","","","","","","230-530PM","373 LORCH","Lee","  20","  15","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28471","Economics (ECON) Open Sections"," 683","001","Gov Expenditures","LEC","P R","","T","","TH","","","","10-1130AM","373 LORCH","Hines Jr","  30","  16","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13285","Economics (ECON) Open Sections"," 695","001","Intro Research I","SEM","P R","","","","","F","","","9-12PM","301 LORCH","Stolyarov","  30","   7","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13289","Economics (ECON) Open Sections"," 811","001","Sem In Monetary Thry","SEM","P R","","","W","","","","","4-6PM","301 LORCH","House","  20","  12","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13291","Economics (ECON) Open Sections"," 821","001","Sem In Labor Econ","SEM","P R","","","","","F","","","2-4PM","201 LORCH","Smith","  20","   5","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13293","Economics (ECON) Open Sections"," 831","001","Applied Micro","SEM","P R","","","","","F","","","10-1130AM","201 LORCH","Kuhn","  20","  15","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13303","Economics (ECON) Open Sections"," 841","001","Sem-Internatl Econ","SEM","P R","","","","TH","","","","1130-1PM","201 LORCH","Levchenko","  20","  15","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13305","Economics (ECON) Open Sections"," 851","001","Adv Econ Theory","SEM","P R","","","","","F","","","330-5PM","301 LORCH","Masatlioglu","  20","  13","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13299","Economics (ECON) Open Sections"," 859","001","Sem Comp Econ Dev","SEM","P R","","","","TH","","","","4-530PM","201 LORCH","Thornton","  20","  18","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39241","Economics (ECON) Open Sections"," 863","001","Sem in Econ History","SEM","P  ","","T","","","","","","4-530PM","201 LORCH","Bailey","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13307","Economics (ECON) Open Sections"," 875","001","Quantitative Econ","SEM","P R","","","","TH","","","","230-4PM","301 LORCH","Kilian","  20","  19","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13301","Economics (ECON) Open Sections"," 881","001","Public Finance","SEM","P R","M","","","","","","","4-530PM","301 LORCH","Silverman","  20","   7","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48949","Economics (ECON) Open Sections"," 990","005","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Arunachalam","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50900","Economics (ECON) Open Sections"," 990","014","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Barsky","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50723","Economics (ECON) Open Sections"," 990","017","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Hines Jr","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50721","Economics (ECON) Open Sections"," 990","018","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Brown","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50722","Economics (ECON) Open Sections"," 990","019","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Bound","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50901","Economics (ECON) Open Sections"," 990","027","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Rhode","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49887","Economics (ECON) Open Sections"," 990","034","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Kimball","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50813","Economics (ECON) Open Sections"," 990","037","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Stephens Jr","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50807","Economics (ECON) Open Sections"," 990","047","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Deardorff","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50810","Economics (ECON) Open Sections"," 990","050","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Whatley","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50915","Economics (ECON) Open Sections"," 990","075","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Lam","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50793","Economics (ECON) Open Sections"," 990","100","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Elsby","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50720","Economics (ECON) Open Sections"," 990","104","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Smith","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49602","Economics (ECON) Open Sections"," 990","107","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Cattaneo","  25","  25","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50808","Economics (ECON) Open Sections"," 990","114","Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Yang","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48771","Economics (ECON) Open Sections"," 995","003","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Albouy","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","50811","Economics (ECON) Open Sections"," 995","004","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Tesar","  25","  22","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48772","Economics (ECON) Open Sections"," 995","005","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Arunachalam","  25","  24","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48773","Economics (ECON) Open Sections"," 995","006","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Bachmann","  25","  23","N",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","48927","Economics (ECON) Open Sections"," 995","007","Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Lauermann","  25","  23","N",
